"15","d8ec4c","consent","It would be interesting to find out what my ancestry line is as well as what possible conditions or diseases I might carry. Although I wouldn't be compensated I would be contributing to science and I would also be able to learn more about myself through my biological sample. These things are actually quite interesting to me so i wouldn't mind going through with it.","false","true","A","","","D","A","","","","false","","B","C","","E","C","C","false","","B","","","C","","B","","","true","A","B","C","D","false","D","E","A","C","E","B","The consent was clear and in plain language. It was very easy to understand, especially for someone who doesn't know much about genetics or even how these consent forms work.","Some things could've been a little bit more clear, like the security risks of your data being disclosed and who all could possibly access your data if they needed to, but that's just very minor.","misinterpretation_of_genomic_information=0,carrier_status=1,cost_and_risks_of_clinical_follow-up_and_care=2,loss_of_privacy=3,unintended_public_disclosure=4,identifiability=5,unwanted_ancestry_discovery=6,unanticipated_research_topics=7,genetic_discrimination=8,ambiguous_or_erroneous_data=9,anxiety_or_stress_due_to_discovery_of_disease_risk=10,links_to_ongoing_or_unsolved_criminal_investigations=11","individual_and_family_health=0,carrier_status=1,plan_for_the_future=2,ancestry_discovery=3,advance_genetics,_science,_and_health_research=4,education_and_awareness_about_genomic_testing=5,reduce_genetic_discrimination=6","1369"
"16","a4c560","consent","I think I would choose to be in this study it really sounds interesting. I am a bit concerned about future Genetic discrimination and perhaps some very far fetched 'Your data shows you have an increased risk for ebola, please report to ..' type stuff.\
\
But those risks seem acceptable for the benefits both for science, and for personal curiosity.","false","true","A","","","D","A","","","D","false","","B","C","","","C","A","true","","B","","","C","","","","D","false","A","B","C","","false","D","E","B","D","E","A","The best thing was it was easy to read, understand and was informative.","Nothing really.","genetic_discrimination=0,identifiability=1,unintended_public_disclosure=2,loss_of_privacy=3,misinterpretation_of_genomic_information=4,ambiguous_or_erroneous_data=5,links_to_ongoing_or_unsolved_criminal_investigations=6,anxiety_or_stress_due_to_discovery_of_disease_risk=7,carrier_status=8,unanticipated_research_topics=9,unwanted_ancestry_discovery=10,cost_and_risks_of_clinical_follow-up_and_care=11","plan_for_the_future=0,advance_genetics,_science,_and_health_research=1,carrier_status=2,individual_and_family_health=3,ancestry_discovery=4,reduce_genetic_discrimination=5,education_and_awareness_about_genomic_testing=6","1204"
"17","1cbd","consent","I would choose to do this because in spite of the risks I feel it could help the future of our children. Because I do not commit crimes I am not concerned about that aspect. The life insurance, etc. does concern me but I would hope to see that resolved in the near future. ","false","true","A","","","D","A","","","D","false","","B","C","","","C","C","true","","B","","","C","","B","C","","false","A","B","C","D","false","D","D","B","B","D","B","It used real life examples that were easy to understand.","A few of the thing were a little wordy. ","genetic_discrimination=0,misinterpretation_of_genomic_information=1,ambiguous_or_erroneous_data=2,carrier_status=3,anxiety_or_stress_due_to_discovery_of_disease_risk=4,cost_and_risks_of_clinical_follow-up_and_care=5,unanticipated_research_topics=6,loss_of_privacy=7,identifiability=8,unintended_public_disclosure=9,unwanted_ancestry_discovery=10,links_to_ongoing_or_unsolved_criminal_investigations=11","advance_genetics,_science,_and_health_research=0,individual_and_family_health=1,ancestry_discovery=2,carrier_status=3,education_and_awareness_about_genomic_testing=4,plan_for_the_future=5,reduce_genetic_discrimination=6","1280"
"18","8d84ad","consent","I would want to know my health status so that I can better prepare for my future and my children's future. Just because the study may show a likelihood of something, it does not give guarantee that it will happen, but it's always good to know.","false","true","A","","","D","A","","","D","false","","B","C","","E","C","A","true","","B","","","C","","B","","","false","A","B","C","","false","D","E","A","D","E","B","I liked that there was a table of contents at the beginning which could take me to the exact place I needed to go. I also liked that there was not a lot of medical jargon so a person like me that is unfamiliar with science can easily understand what I'm reading. I also liked that the risks and benefits section almost complimented each other so it was easy to compare pros and cons.","It's long. I know there isn't anything you could do about that, but most people don't read things that are too wordy. Perhaps putting the information into a chart format would make people look at it without thinking too much about the words.","carrier_status=0,anxiety_or_stress_due_to_discovery_of_disease_risk=1,ambiguous_or_erroneous_data=2,misinterpretation_of_genomic_information=3,cost_and_risks_of_clinical_follow-up_and_care=4,unintended_public_disclosure=5,loss_of_privacy=6,identifiability=7,unwanted_ancestry_discovery=8,unanticipated_research_topics=9,links_to_ongoing_or_unsolved_criminal_investigations=10,genetic_discrimination=11","individual_and_family_health=0,carrier_status=1,plan_for_the_future=2,ancestry_discovery=3,education_and_awareness_about_genomic_testing=4,advance_genetics,_science,_and_health_research=5,reduce_genetic_discrimination=6","1064"
"19","268328","do not consent","I would not want to participate. If I were to donate my biological sample, I would want to receive more from you than just the raw genetic information.  I would at least want to receive the traits associated with the genes, and perhaps some instruction on how to interpret the medical and ancestry genes.  I don't see much benefit for myself with getting the raw gene information, but I see a lot of risk of loss of privacy and potential stress if I found out I have a marker for a potential disease.  There seem to be more downsides than upsides to this for me.","false","true","A","","","D","A","","","D","false","","B","C","","","D","C","true","","B","","","C","","B","C","","false","A","B","C","D","false","E","D","B","B","D","C","I liked that the paragraphs were numbered so I could easily find a paragraph I was looking for. I liked that there wasn't much legal jargon so it was easy to understand. I liked that there didn't appear to be any contradictions or vague statements. I liked that the benefits were organized separately from the risks so it made it easier to understand.  I liked that the risks presented were very comprehensive.","It was kind of lengthy, but i understand that it is probably necessary.  I disliked that we only have access to raw data, but not the traits associated with them, although I think the researchers will have access to the traits.  I guess they didn't want to take responsibility for providing or explaining trait information.  That would be the most important and interesting thing to find out from the study, and I wouldn't want to have to take my raw genomic data to many different companies to find out the trait or ancestry information.","anxiety_or_stress_due_to_discovery_of_disease_risk=0,misinterpretation_of_genomic_information=1,unintended_public_disclosure=2,ambiguous_or_erroneous_data=3,identifiability=4,loss_of_privacy=5,cost_and_risks_of_clinical_follow-up_and_care=6,genetic_discrimination=7,carrier_status=8,links_to_ongoing_or_unsolved_criminal_investigations=9,unwanted_ancestry_discovery=10,unanticipated_research_topics=11","individual_and_family_health=0,ancestry_discovery=1,plan_for_the_future=2,carrier_status=3,advance_genetics,_science,_and_health_research=4,education_and_awareness_about_genomic_testing=5,reduce_genetic_discrimination=6","1801"
"20","9b31","consent","I myself do have a genetic disorder.  I do not know much about it and neither does the remainder of my surviving family.  It would be nice to learn treatment options as well as ways to prevent passing it on to my offspring and them potentially passing it on.","false","true","A","","","D","A","","","D","false","","","","","E","C","A","true","","B","","","C","","B","","","false","A","B","C","","false","D","D","C","E","E","B","I liked the way it was separated with the different sized fonts and bullet points.","Some of the material seemed to be slightly repetitive at times.","cost_and_risks_of_clinical_follow-up_and_care=0,genetic_discrimination=1,unanticipated_research_topics=2,anxiety_or_stress_due_to_discovery_of_disease_risk=3,identifiability=4,unintended_public_disclosure=5,links_to_ongoing_or_unsolved_criminal_investigations=6,carrier_status=7,loss_of_privacy=8,unwanted_ancestry_discovery=9,ambiguous_or_erroneous_data=10,misinterpretation_of_genomic_information=11","advance_genetics,_science,_and_health_research=0,education_and_awareness_about_genomic_testing=1,individual_and_family_health=2,plan_for_the_future=3,reduce_genetic_discrimination=4,ancestry_discovery=5,carrier_status=6","1792"
"21","17daab","consent","I find the genome project intriguing.","true","false","","","","D","A","","","","false","","B","C","","","D","B","false","A","B","","","C","","","C","","false","","B","C","","false","D","D","C","C","C","C","It was pretty laymans terms and easy to understand.","It was rather wordy, I feel it probably could have been done in a few less words.","loss_of_privacy=0,unintended_public_disclosure=1,misinterpretation_of_genomic_information=2,links_to_ongoing_or_unsolved_criminal_investigations=3,identifiability=4,ambiguous_or_erroneous_data=5,genetic_discrimination=6,unanticipated_research_topics=7,carrier_status=8,anxiety_or_stress_due_to_discovery_of_disease_risk=9,unwanted_ancestry_discovery=10,cost_and_risks_of_clinical_follow-up_and_care=11","plan_for_the_future=0,education_and_awareness_about_genomic_testing=1,advance_genetics,_science,_and_health_research=2,individual_and_family_health=3,carrier_status=4,ancestry_discovery=5,reduce_genetic_discrimination=6","722"
"22","bb8c17","consent","all the requests and policies seam normal ","true","true","","","","D","","","","D","false","","","C","","","C","A","true","","B","","","C","","B","","","false","","B","","","false","D","B","D","B","B","B","it was organized well ","the wording was hard to understand .  it kind talked in circles ","ambiguous_or_erroneous_data=0,misinterpretation_of_genomic_information=1,identifiability=2,unintended_public_disclosure=3,loss_of_privacy=4,cost_and_risks_of_clinical_follow-up_and_care=5,unanticipated_research_topics=6,links_to_ongoing_or_unsolved_criminal_investigations=7,anxiety_or_stress_due_to_discovery_of_disease_risk=8,unwanted_ancestry_discovery=9,genetic_discrimination=10,carrier_status=11","individual_and_family_health=0,advance_genetics,_science,_and_health_research=1,ancestry_discovery=2,plan_for_the_future=3,education_and_awareness_about_genomic_testing=4,carrier_status=5,reduce_genetic_discrimination=6","695"
"23","c7e2","consent","I would authorize this because I feel that the benefits outweigh the risks. To be able to help advance medicine is a noble cause which I would like to help with. Also, getting all the information about your genetics could be quite eye opening. The fact that this data could lead to live saving breakthroughs in medicine is amazing. Although there is always the risk of having this information stolen, at this point, there is no need to worry about being greatly harmed from having your genetic make-up in the wrong hands. In the future...maybe.","false","true","A","","","D","A","","","","false","","","C","","","D","B","true","","B","","","C","","B","","","false","A","B","C","","false","D","D","B","B","C","B","It was very well organized and flowed naturally. The information was also presented in a manner which was easy to process.","I didn't like that some of the more common sense things had to be spelled out, but that is only a matter of protecting one's self these days from lawsuits.","identifiability=0,loss_of_privacy=1,ambiguous_or_erroneous_data=2,misinterpretation_of_genomic_information=3,unintended_public_disclosure=4,carrier_status=5,links_to_ongoing_or_unsolved_criminal_investigations=6,cost_and_risks_of_clinical_follow-up_and_care=7,anxiety_or_stress_due_to_discovery_of_disease_risk=8,unwanted_ancestry_discovery=9,genetic_discrimination=10,unanticipated_research_topics=11","advance_genetics,_science,_and_health_research=0,carrier_status=1,ancestry_discovery=2,individual_and_family_health=3,plan_for_the_future=4,education_and_awareness_about_genomic_testing=5,reduce_genetic_discrimination=6","1057"
"24","8a2e","consent","The main disadvantages seems to be the anxiety associated with knowing all the information about your potential illnesses or passable illnesses and ancestors. I feel it is childish to let that fear keep you from learning more about yourself. ","false","true","A","","","D","A","","","D","false","","B","C","","","A","A","true","","B","","","C","","B","C","","false","A","B","C","","false","E","E","A","E","D","B","It was very well categorized and separated to make it easier to read.","The form was long but that's needed to give a lot of information.","carrier_status=0,anxiety_or_stress_due_to_discovery_of_disease_risk=1,unintended_public_disclosure=2,unanticipated_research_topics=3,links_to_ongoing_or_unsolved_criminal_investigations=4,misinterpretation_of_genomic_information=5,cost_and_risks_of_clinical_follow-up_and_care=6,unwanted_ancestry_discovery=7,ambiguous_or_erroneous_data=8,identifiability=9,genetic_discrimination=10,loss_of_privacy=11","plan_for_the_future=0,individual_and_family_health=1,ancestry_discovery=2,carrier_status=3,advance_genetics,_science,_and_health_research=4,education_and_awareness_about_genomic_testing=5,reduce_genetic_discrimination=6","1045"
"25","bb5725","consent","I see no harm in participating in the study.  I can help researchers and learn about my potential genetic future.","false","true","A","","","D","A","","","D","false","","B","C","","","D","C","true","","B","","","C","","B","","","false","A","B","C","D","false","D","D","B","C","D","B","It was very easy to read and follow.  It was a good length and very thorough, yet not at all too long.  It was not tedious like most consent forms are and had an adequate font size.","There was nothing I really disliked.  Everything about this consent form was better than any privacy policy I have seen.","anxiety_or_stress_due_to_discovery_of_disease_risk=0,cost_and_risks_of_clinical_follow-up_and_care=1,carrier_status=2,misinterpretation_of_genomic_information=3,ambiguous_or_erroneous_data=4,identifiability=5,loss_of_privacy=6,genetic_discrimination=7,unintended_public_disclosure=8,unanticipated_research_topics=9,unwanted_ancestry_discovery=10,links_to_ongoing_or_unsolved_criminal_investigations=11","individual_and_family_health=0,carrier_status=1,plan_for_the_future=2,ancestry_discovery=3,advance_genetics,_science,_and_health_research=4,education_and_awareness_about_genomic_testing=5,reduce_genetic_discrimination=6","1155"
"26","65bf89","consent","The risk to benefit ratio is clearly in favor of benefit for me to participate in this study. Everything has been clearly explained to me, and I am comfortable taking part in this study.","false","true","A","","","D","A","","","D","false","","B","C","","","C","C","false","","B","","","C","","B","","","false","A","B","C","D","false","D","D","B","E","C","A","I like how each section was clearly labeled, and that some of the sections had bulleted lists. This looks like a clinical trial consent form and meets many of those regulatory requirements. The consent reads at about an 8th grade educational level, which is appropriate for this kind of form. It anticipates any questions I have, and answers questions I didn't think of. I don't see how it could be anymore comprehensive. In any case, it provides a way for me to contact someone if I have more questions. ","While all of the information is important, I had a hard time discerning what was most important. As stated, I liked the bullets, and would appreciate even more formatting such as underlining and bold print to really direct my attention to where it is need most.","anxiety_or_stress_due_to_discovery_of_disease_risk=0,links_to_ongoing_or_unsolved_criminal_investigations=1,carrier_status=2,cost_and_risks_of_clinical_follow-up_and_care=3,unwanted_ancestry_discovery=4,genetic_discrimination=5,ambiguous_or_erroneous_data=6,misinterpretation_of_genomic_information=7,unintended_public_disclosure=8,identifiability=9,loss_of_privacy=10,unanticipated_research_topics=11","advance_genetics,_science,_and_health_research=0,plan_for_the_future=1,ancestry_discovery=2,individual_and_family_health=3,education_and_awareness_about_genomic_testing=4,reduce_genetic_discrimination=5,carrier_status=6","1123"
