"38","e2d6c5","male","38","some high-school","no","no","english","Only what I said before. I'm not great at absorbing complex material especially material that I have absolutely no interest in (like privacy forms and legality type forms that were presented here.) I don't know that I'm unique in that respect or if that is commonplace with a lot of people, I just know I've always been that way and have to read them several times to truly understand it (that's why I almost never do it.) But I was able to find most of the answers to the questions on the last page (except for the 2 I mentioned) and there was 1 question on the first page I was a little unsure of. Thank you.","345"
"39","955e46","female","26","some college","no","yes","English","This was very informational. Thank you so much!","27"
"40","3d1f41","female","29","bachelor degree","yes","yes","English","In the section discussing what a genome is there were some punctuation and spelling errors.","73"
"41","bbc0","female","41","masters degree","no","yes","english","","19"
"42","4096f1","male","28","bachelor degree","no","no","English","","12"
"43","09564c","female","29","bachelor degree","no","yes","English","Very interesting survey! ","29"
"44","69de","female","24","bachelor degree","yes","yes","English","It was an interesting and engaging survey.  It kept me thinking about things I wouldn't have thought about when it comes to information agreements.","55"
"45","15a738","female","45","doctoral degree","yes","no","English","This was a very interesting study.  I enjoyed taking it.","32"
"46","be2f","male","25","bachelor degree","no","yes","English","Thanks, fun study, sounds like an interesting way to learn more about yourself and possibly take preventative measures to help myself and my family in the future.","38"
"47","619d16","female","37","some college","no","no","English","none","53"
"48","7528","female","29","some college","yes","no","English","no","47"
"49","d10245","female","31","some college","no","no","English","This was a very informative study.  It brought things to my attention that I hadn't really thought about.  Thank you!","662"
"50","fb8586","male","44","bachelor degree","no","no","English","not really","31"
"51","7ab4","female","26","bachelor degree","no","yes","English","No.","18"
"52","7341","female","32","bachelor degree","no","yes","English","","14"
"53","afef","female","26","bachelor degree","no","no","English","Fun and good pay! Thanks!","20"
"54","ec650b","female","55","some college","no","no","English","This was interesting. ","39"
"55","65a024","female","29","bachelor degree","no","yes","English","This study was very informative.  If this testing was available at an affordable price to the public, I would 100% have this done.  I really like the idea of being able to find out what medical vulnerabilities I have so I can prepare for the future.  If you have any additional follow up studies with more information, I would love to take part in them.  Thanks, Laurie\
lauriealecocq@gmail.com","124"
"56","a50513","female","23","bachelor degree","yes","yes","English","This was a great study that really made me think about the consent forms I don't read.","41"
"57","5763fe","male","36","bachelor degree","no","no","English","No.","21"
"58","6139","female","25","bachelor degree","no","yes","English","","27"
"59","45658b","male","20","some college","no","no","English","","22"
"60","349f92","male","42","some college","no","no","Enhlish","none","30"
"61","fabc56","female","52","some college","no","no","English","","20"
"62","4ad90b","male","33","bachelor degree","no","no","English","I found some of the comprehension questions on the previous page to be somewhat difficult.  I tried my best, so hopefully you aren't rejecting if I got a couple wrong.  I didn't really get what &quot;genealogical features&quot; meant.  I assumed that was related to ancestry and identifying mine with the use of the information.  And what information could be used?  I don't recall it saying any of that information would be used.  Things like that.  Other than that, it was pretty easy and painless and paid well enough that I tried to do a reasonable job on it.","103"
"63","dd42","male","30","some college","no","no","English","","28"
"64","7faf8d","male","37","high-school diploma","no","no","English","It was quite interesting. I'd like to know how I scored on the questions.","52"
"65","afed","female","51","some college","no","no","English","no","65"
"66","7de4ec","male","31","masters degree","no","yes","English","Interesting study. ","28"
"67","e5cf","male","19","some college","no","no","English","There should been an option to open the contract in a separate window. ","114"
"68","7b99e3","male","32","some college","no","yes","English","I think this study is a fantastic effort in research and science. I think a lot can be learned from our DNA and I hope that research like this continues to excel. ","129"
"69","5310e7","female","51","some college","no","no","English","This was a great study. Very interesting.","43"
"70","2c03a5","female","58","some college","no","no","English","Interesting\
I learned some things I never knew","75"
"71","198331","female","26","bachelor degree","no","no","English","It was an interesting study and topic to consider. I haven't read much about genes/genomics other than a brief overview in high school. ","101"
"72","3416","male","25","some college","no","no","English","This was pretty interesting. Good luck with the research. Cheers.","36"
"73","ff5d","female","61","bachelor degree","no","yes","English","","40"
"74","21ba","female","45","masters degree","no","no","English ","Hi,  Please note that overall the study was quite comprehensive and detailed in order to fully digest as it was ; but when coupled with the small amount of time provided in order to correctly and properly finish it  proved to be quite frustrating for someone like me- who truly wanted to take the time the out and try to truly digest all of what was being shown to me with me having to continuously watch the clock in order to make sure I still had enough time- which incidentally was the end result anyway- as in the end,  1 hour and 10 minutes is clearly not enough time when participating in a study of this nature - unless you are a true native to the subject matter and terminology that you are being exposed to. ","654"
"75","960718","male","26","high-school diploma","no","no","English","","14"
"76","a3eec7","female","47","bachelor degree","no","no","English","I think that genetic research is important and although there are some very scary risks, I still believ the benefits outweigh the risks.","75"
"77","c7c2","female","37","some college","no","no","English","This was one of the most interesting HITs I have done on Turk. It was a nice break from the usual. Thank you!\
Crystal","36"
"78","77ea","female","22","some college","no","yes","English","","17"
"79","8fd9","female","40","bachelor degree","no","no","English","This is very interesting and would love to do something like this if it even is real","26"
"80","8209","female","39","high-school diploma","no","no","english","that was a great hit!! ty","38"
"81","0225e3","male","39","bachelor degree","no","yes","English","No","24"
"82","4029f3","female","46","some college","no","no","English","Not really, it was interesting","32"
"83","6d08","female","25","bachelor degree","no","yes","English","","17"
"84","2befbe","male","30","masters degree","no","yes","English","No that was fun.  Good luck with your study!","23"
"85","fb543d","male","65","masters degree","no","no","english","none","23"
"86","fb543d","male","65","masters degree","no","no","english","none","24"
"87","cd6517","male","30","high-school diploma","no","no","english","The survey timed out before I finished. Will I Still be paid?","133"
"88","6888","male","24","high-school diploma","no","no","English","Interesting study. Enjoyed reading about it.","37"
"89","65cc08","female","37","some college","no","no","english","","28"
"90","d597","male","24","bachelor degree","no","no","Spanish","","12"
"91","2e49","female","41","bachelor degree","no","no","english","","19"
"92","77c6","female","62","bachelor degree","no","yes","English","This was an extremely thought provoking study. I enjoyed working on it.","45"
"93","a1be41","male","58","high-school diploma","no","no","english","I was amazed about all the information,thank you","43"
"94","053e","female","32","some college","no","no","English","no thank you","20"
"95","8d1f","female","65","bachelor degree","no","yes","American English","Only the time constraint.  Otherwise it seemed to well organized.","70"
"96","b8e3c7","female","36","high-school diploma","no","no","English","Thank you for allowing me to participate in this study. It was interesting. I also wanted to say that I liked the layout of this study...the questions weren't crowded. Have a blessed day!","149"
"97","4a75","male","32","masters degree","no","yes","english","I feel happy to get all these information.","72"
"98","a137f7","female","30","bachelor degree","no","yes","english","","14"
"99","4bb2bb","female","27","bachelor degree","no","yes","English","This was an interesting study!","26"
"100","9276ab","female","25","some college","no","no","English","This was a very interesting study!  Thanks :)","233"
"101","9a6e","female","30","some college","no","yes","English","","25"
"102","fad3","male","36","bachelor degree","no","no","English","This was a great study if this were to really occur please I would like to sign up this could really help my family and the human race in general... My email is vavaught@hotmail.com","73"
"103","adb5","female","29","some college","no","no","English","Thank you for allowing me to be a part of your survey.","30"
"104","9f1cc9","female","30","some college","no","no","English","","118"
"105","a187","male","26","bachelor degree","no","no","English","Pleasant, interesting topic also. ","27"
"106","4254c1","female","32","bachelor degree","no","no","English","It was very interesting! thank you!","21"
"107","b708","female","36","bachelor degree","no","yes","English","It was interesting and thought provoking.","35"
"108","160e","female","26","bachelor degree","no","yes","English","","19"
"109","9a0c","male","39","some college","no","no","English","I feel like I now have a decent basic knowledge on what genetic research entails.","61"
"110","d372","male","33","high-school diploma","no","no","English","None.","26"
"111","def51e","male","22","high-school diploma","no","no","English","Overall I enjoyed it, but at times I was worried I was doing it wrong because some of the stuff was hard to understand.","41"
"112","8e81","male","37","bachelor degree","no","no","English","Worked well, and I appreciated the long timer. I didn't feel rushed and could read/absorb at my own pace. ","74"
"113","ceeef9","male","28","some college","no","no","english","","17"
"114","d85f3b","female","45","bachelor degree","no","yes","english","thank you for this study","53"
"115","1e7d","female","25","some college","no","no","English","","22"
"116","d8d168","male","41","bachelor degree","no","no","English","I really enjoyed the survey. I was very interested in the content and the project itself.  DNA is fascinating and what more we can discover from it has the possibilities endless for scientists.  Thanks for the study, and all the best of luck to you in your research.","58"
"117","d389","female","25","some college","no","yes","English","","19"
"118","bad5","male","38","bachelor degree","no","no","english","none","14"
"119","79fe41","male","25","bachelor degree","no","no","English","At one point, all my answers in Section 7/8 went blank, although this might have been some type of undetermined error on my part. ","61"
"120","fb7d","female","30","some college","no","no","English","Very interesting and enjoyable!!","33"
"121","faa37a","female","52","high-school diploma","no","no","English","I would like to participate in the DNA study if there is one.","83"
"122","b00b","female","40","some college","no","no","English","This was very interesting to do. Thank you and good luck with the study!!!","49"
"123","443c","female","43","bachelor degree","no","no","english","","33"
"124","190a","male","37","masters degree","no","no","English","Only on the one question about possible risks of participation.  One of the options was discrimination in employment (no) or insurance (yes, but only in particular kinds of insurance).  It was a little confusing in that way.","170"
"125","ad5d","female","35","high-school diploma","no","no","English","","15"
"126","e7a7","female","31","high-school diploma","no","no","English","No, I do not.","32"
"127","dd7f5c","female","57","masters degree","no","no","English","No","57"
"128","489332","male","53","bachelor degree","no","no","english","none","23"
"129","f9bf2e","other","36","some college","yes","yes","english","I would not want to participate in genetic testing.  I prefer to live life without the worry and anxiety.  ","59"
"130","8b3a","female","25","bachelor degree","no","no","English","","15"
"131","a98a03","female","34","some college","no","yes","English","n/a","20"
"132","0a6c51","male","23","some college","no","no","English","","35"
"133","b526","male","20","some college","no","no","english","nope","20"
"134","79cfb5","female","36","high-school diploma","no","no","English","No","30"
"135","2cf312","male","41","bachelor degree","no","no","English","","29"
"136","3180","male","58","bachelor degree","yes","yes","English","I thought that the survey was very interesting and is a topic that needs to be discussed especially when it comes to genomic discrimination by insurance companies.","105"
"137","3cf313","male","29","bachelor degree","no","no","English","It was interesting.  I liked it.  The only thing that was confusing was the difference (if any) between the researchers and the interviewers in what information each of them had access to.","55"
"138","c9f8","male","34","some college","no","no","English","I don't have anything to add. Thank you","48"
"139","9bf1","male","22","high-school diploma","no","no","english","great study","16"
"140","666f59","female","24","high-school diploma","no","no","English","No","94"
"141","86fae0","male","47","bachelor degree","no","no","English","None","34"
"142","97d88d","female","31","some college","no","no","English","","20"
"143","c959","other","22","bachelor degree","no","no","English","","24"
"144","de600f","female","32","bachelor degree","no","yes","english","interesting study","82"
"145","eb67","male","28","some college","no","no","english","Thankyou","55"
"146","641c","female","27","bachelor degree","no","no","English","Very interesting","32"
"147","41c7ef","male","32","some college","no","no","English","No, thank you.","29"
"148","9d13","female","67","bachelor degree","no","yes","English","It was difficult to keep the ratings in the last questions in order. They kept moving/changing their order.","116"
"149","50e865","male","46","some college","no","no","French","","58"
"150","e9cfb9","female","31","bachelor degree","no","yes","English","Very interesting  - I liked the topic!","31"
"151","0f8310","female","50","bachelor degree","no","yes","English","I have really enjoyed the study. The subject matter is interesting, and the interface is very user-friendly.","72"
"152","df71","female","26","some college","no","no","English","","18"
"153","23aa","female","31","bachelor degree","no","no","English","","13"
"154","009d","female","21","some college","no","no","English","I love the design of the survey ","16"
"155","f37a8c","male","24","bachelor degree","no","yes","English","","18"
"156","863f46","male","30","some college","no","no","English","","20"
"157","dc6c93","female","25","high-school diploma","no","no","english","","17"
"158","cc0f76","male","26","bachelor degree","no","no","English","I enjoyed this. Thanks!","21"
"159","6271","male","33","some college","no","yes","English","It was actually rather enjoyable and interesting, especially compared with most surveys I've taken recently. Having read thru all of it, I'm actually interested in looking for such a study to participate in.","99"
"160","bee480","male","28","bachelor degree","no","no","English","None","16"
"161","9fbe","male","19","some college","no","no","english","","18"
"162","9f4e0b","female","28","high-school diploma","no","no","English","None, thank you! I hope you get all the data you need!","19"
"163","e2f769","female","31","bachelor degree","no","yes","English","no","24"
"164","de0f","female","25","some college","no","no","English","great study, would love to participate in others in the future.","31"
"165","c21b","male","31","masters degree","no","no","English","I thought this was a fun and interesting study to do.","18"
"166","a8f9","male","32","bachelor degree","yes","yes","english","","28"
"167","446a84","male","26","masters degree","no","yes","English","","19"
"168","dcd6","male","34","bachelor degree","no","no","English","no","15"
"169","450dad","male","25","bachelor degree","no","no","English","It was interesting and gave me something to think about for the future.","21"
"170","8ffe","female","35","high-school diploma","no","no","english","Quite interesting, thank you","26"
"171","a3360d","male","35","high-school diploma","no","no","English","no","37"
"172","fe57ef","female","33","some college","no","no","English","","24"
"173","de8590","male","35","bachelor degree","no","no","English","I do not- very interesting.","20"
"174","db95","male","31","some college","no","no","English","","15"
"175","da50de","male","28","bachelor degree","no","no","English","","14"
"176","cfd156","male","25","some college","no","yes","English","Easy and kind of simple.","15"
"177","444fb7","female","36","masters degree","no","no","english","","18"
"178","b79fb2","male","23","bachelor degree","no","no","English","","12"
"179","2b2d1a","female","49","high-school diploma","no","no","English","This was very interesting and informative.","64"
"180","5d7910","male","25","bachelor degree","yes","yes","English","Great survey and interesting data!","30"
"181","7623","male","26","bachelor degree","no","no","English","","22"
"182","cfa1","male","43","some college","no","no","English","It was an interesting study.  I am now more curious about genomic health testing.","81"
"183","faf4","male","21","some college","no","no","English","Survey was clear and easy to understand. No problems.","35"
"184","e18249","male","43","some college","no","no","English","","13"
"185","f91c","female","54","some college","no","no","English","It was a very well designed study.  Best wishes in your research.","42"
"186","2c6e","female","29","bachelor degree","no","no","english","","15"
"187","1a7e6f","male","28","some college","no","no","English","Thank you, interesting study.","24"
"188","9fc2fe","female","25","some college","no","no","English","","27"
"189","bf5a54","female","36","bachelor degree","no","no","English","I enjoyed doing it. thank you","28"
"190","b287f0","female","3","bachelor degree","no","no","English","Very interesting","18"
"191","3ecf","male","22","some college","no","no","English","I highly enjoyed this study. I've done over 16,000 HITs on Mturk and I found this one to definitely be in the top 10 of the more enjoyable hits I've done. I found the topic to be quite interesting and the study was set up in a way that it was easy to understand and complete. There were some tough questions but they never left me feeling frustrated. All in all, a very awesome study.","189"
"192","2abad6","male","28","some college","no","no","English","Good stuff. Cheers.","18"
"193","f9143d","female","31","some college","no","no","english","","28"
"194","edef","female","23","some college","no","no","English","","34"
"195","e686","male","30","high-school diploma","no","no","English","Thanks, I appreciate it! Good luck!","30"
"196","010626","female","33","bachelor degree","no","no","English","","35"
"197","8baed2","male","27","high-school diploma","no","no","English","None, other than it was informative and enjoyable. Thanks.","36"
"198","989ebc","female","34","some college","no","no","English","","23"
"199","eee2","female","34","bachelor degree","no","no","Romanian","Just being aware of such thing now it makes it a real possibility. It's a little freaky but so was everything else in the beginning. ","86"
"200","f9e7b3","female","25","high-school diploma","no","yes","english","this was an enjoyable experience.","36"
"201","593a","female","43","high-school diploma","no","no","English","The consent for was really long and focused on the risks instead of the amazing benefit of finding out information about my potential risks for diseases and finding out about them!  ","78"
"202","0fb9b8","male","30","some college","no","no","English","It was interesting, I've never done anything like this before but it'd be nice if all consent forms were this easy to understand.  I'd read all of them if they were.","47"
"203","3b9a","male","28","bachelor degree","no","no","English","n/a","19"
"204","753762","male","19","some college","no","no","English","None it was an enjoyable survey, but the quiz was just a little too tough for my liking :)","37"
"205","e7a6","male","44","some college","no","no","English","No","42"
"206","b0930c","female","33","some college","no","no","English","No","38"
"207","efa77a","female","23","some college","no","yes","english","Thank you for the HIT!","25"
"208","765e","male","30","bachelor degree","no","yes","english","interesting study. We are entering a brave new world of horrors.  Near the end of Darkness at Noon, there is some dialogue about the the fate of humanity being a boot stomping down on the collective necks of humans for eternity. That is where we are heading. Genetics will provide the basis for mass discrimination, for relegation to second class citizenship. We are already creating biological agents that focus on specific populations. The brown ones predominately. Genetic research has the power to elevate humans by curing disease and extending our lives, but we rank and file drones will not see that aspect of it. Instead, it will be used for oppression and debasement. Humans are sick, twisted, sub-bestial beings. Our civilization has made us all at least slightly batty and neurotic. As Roger Waters says, &quot;give any one species too much rope and they'll fuck it up.&quot; The worst thing that ever happened to humans was self-awareness. It has all been down hill since then.","612"
"209","fce7","male","31","some college","no","yes","English","n/a","23"
"210","87d660","male","37","high-school diploma","no","no","English","Thank you","25"
"211","0117","male","52","high-school diploma","no","no","English","no comments","31"
"212","bf5d4b","male","55","bachelor degree","no","no","English","Very interesting, learned something new. Thank you.","59"
"213","7d6a9b","male","35","some college","no","no","english","I thought it was a well planned out study and found the actual survey very easy to work with. Thank you.","167"
"214","f2f6","male","30","some college","no","no","English","This was a great study. I did have trouble with a couple of the questions on the previous page, which I thought were trick questions, but I did my best. Thank you! ","82"
"215","5772","female","30","bachelor degree","yes","yes","english",":)","34"
"216","b7e4","male","30","some college","no","no","English","It was very painless and the format was very easy on the eyes and the wrists.","51"
"217","5e9e91","male","26","bachelor degree","no","no","English","Easy to understand!","22"
"218","a2fb","female","21","some college","no","no","English","","16"
"219","6f56","male","49","some college","no","no","English","Thank you! I have actually participated in commercial DNA/Genomic typing and have learned a lot about myself from it.","45"
"220","8c7a","male","31","some college","no","no","English","Very interesting HIT. I really look forward to moving on with the study, not only to provide valuable data, but to discover a little bit more about myself. Thanks!","50"
"221","a3ed","male","26","some college","no","no","English","","21"
"222","258851","female","31","masters degree","no","no","English","None","26"
"223","d921","female","54","bachelor degree","no","no","English","no","30"
"224","6842","female","50","some college","no","no","English","I enjoyed it although I had a hard time trying to remember what I just read.  I had to keep going back and forth scrolling up and down which made it hard for me to find information.  By the time I went up there and then I forgot what the question was because I was busy focusing on taking in the information all at once.  Thank you for letting me participate in your study.  ","123"
"225","abfe","female","29","some college","no","no","English","","19"
"226","5117","male","39","bachelor degree","no","no","English","It was educational for me, thank you.","24"
"227","9b40","female","45","bachelor degree","no","no","English ","Some of the 15 questions did not have clear answers from the text given, such as the one near the end stating that insurance companies will have access to your data. In the risks section it states they &quot;may&quot; gain access through legal or illegal means, which is not the same as them having access to it automatically. I chose false because it is a poorly worded question given the material. ","146"
"228","758f","male","25","bachelor degree","no","yes","English","","25"
"229","dc6140","male","43","some college","no","no","English","This was a refreshing change from the studies I normally complete on MTurk. :) ","25"
"230","144f12","female","36","bachelor degree","no","no","English","no","22"
"231","43c374","male","28","masters degree","no","no","English","","20"
"232","44eadb","female","35","bachelor degree","no","no","English","This was an awesome study, thanks for the opportunity and good luck with your research.","30"
"233","0b203d","female","22","bachelor degree","no","no","English ","None","40"
"234","80cf","male","41","some college","no","no","English","None","16"
"235","0a1b","male","33","some college","no","no","english","clear and concise thank you!","22"
"236","acc0c8","male","33","bachelor degree","no","no","english","Very interesting survey, I would consider genetic testing. ","34"
"237","e752","male","25","bachelor degree","no","no","English","","14"
"238","f5a6","female","30","bachelor degree","yes","yes","English","","17"
"239","d3cd","female","43","bachelor degree","no","yes","English","Genetic testing is one of those &quot;gray&quot; areas...Could be used for good--or bad.","58"
"240","cc45af","female","31","high-school diploma","no","no","English","","17"
"241","5aca37","male","29","bachelor degree","no","no","English","I enjoyed it. It was a lot of fun and this is an interesting topic.","26"
"242","80ebdc","female","46","bachelor degree","no","yes","English","Great study.  Interesting and easy to use format.  Something to think about.","39"
"243","d31b9b","female","20","some college","no","no","English","Thanks for a very interesting study!","32"
"244","b490","female","28","doctoral degree","no","yes","English","Overall, the study was enjoyable.","48"
"245","f3c2","male","41","bachelor degree","no","no","English","Very interesting study.","21"
"246","efdec5","female","32","bachelor degree","no","yes","English","","28"
"247","9f2c","no_answer","23","some college","no","no","English","","15"
"248","64f8","female","49","some college","no","no","English","","19"
"249","25d64f","female","33","some college","no","no","English","","15"
"250","4eb6","female","41","masters degree","no","no","English","","15"
"251","b1c4","female","38","bachelor degree","no","yes","english","","22"
"252","07a1d9","female","29","some college","no","no","english","","25"
"253","75480c","female","34","bachelor degree","no","no","english","no","30"
"254","34d459","male","26","bachelor degree","no","no","English","Pretty cool! Is this an actual thing? I'd like to actually participate if it is.","30"
"255","83fef2","female","34","bachelor degree","no","no","English","","17"
"256","984549","male","35","some college","no","no","english","","19"
"257","5e49","female","27","bachelor degree","no","no","English","","13"
"258","4a84","male","27","bachelor degree","no","no","English ","Everything was very clear and well structured. Thank you very much for the opportunity. I hope that my answers could benefit your research!","24"
"259","4e026e","female","28","some college","no","yes","English","","15"
"260","055e","male","40","high-school diploma","no","no","English","","35"
"261","af7d38","male","53","some college","no","no","English","It was interesting.","54"
"262","5e9389","female","33","some college","no","no","English","","15"
"263","b626","female","32","bachelor degree","no","no","English","","20"
"264","0fb2","male","36","masters degree","no","no","English","Thank you for letting me participate.  The consent form was very long and I admit not fun to read and review, but I'm still glad to have taken part in this survey.  I think I did ok on the comprehension, but I'm not the greatest when it comes to multiple choice.","104"
"265","4574","female","51","bachelor degree","no","no","English","Very interesting study and something that I would like to try in the future.","62"
"266","e046db","female","42","some college","no","no","English","","29"
"267","38c395","male","53","bachelor degree","no","no","English","no","36"
"268","e0efba","female","26","bachelor degree","no","yes","English","That was a very well-designed study, and very easy to finish.","32"
"269","127886","female","33","bachelor degree","no","yes","English","no","38"
"270","832b","female","34","bachelor degree","yes","no","English","No, I have no constructive feedback, except there was one typo somewhere.  The word should have been &quot;factors&quot; but it showed up as &quot;ctors&quot;.  The study was interesting, I enjoyed participating. Thanks and good luck!","96"
"271","6b7c1c","female","32","bachelor degree","no","no","English","This was an interesting study.  Thank you.","56"
"272","6c59","male","36","some college","no","no","English","A very interesting and well-laid out study. I really can't believe that we are at this point in scientific discovery.","58"
"273","7ed0","male","27","some college","no","no","English","","20"
"274","783f","female","61","high-school diploma","no","no","English","interesting study","35"
"275","fc5e","male","32","some college","no","no","English","","33"
"276","c2b2","female","30","some college","no","no","English","","27"
"277","6f62","male","22","some college","yes","yes","English","I really enjoyed this survey, probably more so than any other I've done so far. Thank you very much for the opportunity to participate!","97"
"278","0d1d","female","37","some college","no","no","english","","21"
"279","e55ad1","male","45","bachelor degree","no","no","English","This is the deepest I have looked into a consent form, and I think I had better start looking closer at them. ","62"
"280","b278","male","60","some college","no","no","English","Very informative.  ","32"
"281","bedd","male","27","bachelor degree","no","yes","English","Good and informative study. I thought it was always easy to understand what was expected of me.","35"
"282","2bee69","male","45","bachelor degree","no","no","English","None, thank you","21"
"283","699d50","male","27","some college","no","yes","English","I'm interested in hearing more about this, thank you.","39"
"284","561f","female","32","some college","no","no","English","none","21"
"285","4f92","male","41","some college","no","no","english","None. Sister is a biologist, but we haven't talked for 20+ years.","61"
"286","0625","male","29","masters degree","no","no","English","","23"
"287","5b1cba","female","33","bachelor degree","no","yes","English","I enjoyed the study and would like to learn more about companies that do this sort of at-home testing.","58"
"288","93d8","male","58","some college","no","no","english","the pages loaded slower than usual, this caused a little frustration since the timer on MTurk was a little over the stated time it would take to complete the survey. I did feel a little rushed to finish a page since I have no idea except page number how much survey remained to complete.\
still have a few minutes.\
what about if I never tell you my name or identifiable details? then there can be little mistake about the service inadvertently or intentionally disclosing them or causing them to be disclosed.\
\
","321"
"289","c654f5","female","39","some college","no","no","English","thanks :)","21"
"290","c88c","male","34","some college","no","no","English","I would like to participate in something like this in the future. I enjoyed learning about Human Genomes.\
\
Thanks I enjoyed the study.","158"
"291","4898","male","64","bachelor degree","no","no","English","Very interesting and very progressive","49"
"292","0f3c","female","31","some college","no","no","English","No","23"
"293","d8f6a2","female","36","some college","no","no","English","I liked the study a lot, it was very different and interesting for me.  I'm just very unsure if I answered some of the questions right, my brain has a hard time comprehending things when it is written in certain ways...needless to say I get confused and it takes me time to read stuff over and over again (more than the average person).  It was enjoyable though, thank you for the opportunity.","202"
"294","c453","male","54","some college","no","yes","English","Very interesting and engaging survey. Some of the questions concerning the consent form were &quot;mildly&quot; ambiguous, but for the most part straight forward and understandable. The overall presentation of the consent form was excellent except for the features I mentioned previously that might address the more evident posting of ALL privacy related aspects of the procedure. \
\
Thanks for the opportunity!","124"
"295","39c4","female","42","high-school diploma","no","no","English","I found this survey incredibly interesting. I'm somewhat familiar with genetic testing. Recently, my husband and I purchased a DNA kit to identify the breed and or breeds or a dog we adopted from a shelter. We just swabbed the inside of his cheek with two Q-tip like swabs and send it through the mail to the lab. It turns out the shelter was totally wrong about his breed. Thanks to the DNA kit we were able to understand why some of his traits existed. When my finances improve, I will definitely be looking into doing some genetic testing for myself and my husband in the future.","412"
"296","33e69e","female","21","some college","no","yes","English","This was an excellent HIT thank you so much for putting this up. It really means a lot i really cannot thank you enough. This HIT paid extremely well  and was not absurdly difficult it made my entire week, honestly. ","120"
"297","ce5b93","female","49","high-school diploma","no","no","English","I enjoyed this study and would like to participate further if the opportunity arose. Keep up the good work!","91"
"298","0093b3","female","37","high-school diploma","no","no","English","Very thought provoking, it definitely has my mind &quot;clicking away&quot; at this early hour!  Thank you for the opportunity to participate.","67"
"299","42b1f3","female","33","some college","no","no","English","Thank you!","27"
"300","f887","female","34","bachelor degree","no","no","English","No.","23"
