"19","1cbd","moderately","moderately","extremely","extremely","moderately","extremely","somewhat","moderately","moderately","somewhat","not","not","not","moderately","extremely","extremely","96"
"20","9b31","extremely","extremely","moderately","extremely","moderately","extremely","moderately","extremely","extremely","moderately","moderately","moderately","somewhat","extremely","moderately","moderately","119"
"21","8d84ad","somewhat","somewhat","moderately","somewhat","somewhat","slightly","not","somewhat","slightly","somewhat","somewhat","moderately","somewhat","extremely","moderately","moderately","93"
"22","17daab","somewhat","somewhat","somewhat","moderately","somewhat","somewhat","somewhat","somewhat","somewhat","moderately","slightly","slightly","slightly","slightly","slightly","slightly","52"
"23","c7e2","moderately","somewhat","moderately","moderately","extremely","slightly","not","somewhat","extremely","extremely","slightly","not","not","somewhat","somewhat","somewhat","76"
"24","bb8c17","somewhat","somewhat","moderately","extremely","extremely","extremely","somewhat","slightly","moderately","moderately","moderately","slightly","slightly","somewhat","moderately","moderately","97"
"25","8a2e","extremely","extremely","moderately","extremely","extremely","not","somewhat","extremely","extremely","extremely","moderately","moderately","moderately","extremely","moderately","extremely","101"
"26","bb5725","slightly","somewhat","slightly","not","not","not","not","slightly","not","somewhat","not","not","not","not","not","not","143"
"27","8fc42f","slightly","slightly","slightly","slightly","slightly","not","not","slightly","slightly","slightly","slightly","slightly","not","not","not","slightly","123"
"28","a278","moderately","slightly","moderately","somewhat","somewhat","slightly","slightly","somewhat","somewhat","somewhat","somewhat","slightly","slightly","somewhat","slightly","somewhat","72"
"29","65bf89","somewhat","slightly","somewhat","moderately","slightly","slightly","not","somewhat","extremely","slightly","slightly","slightly","not","slightly","slightly","moderately","72"
"30","0d1a","extremely","extremely","extremely","extremely","extremely","extremely","extremely","extremely","extremely","extremely","extremely","extremely","extremely","extremely","extremely","extremely","37"
"31","397aac","somewhat","slightly","moderately","extremely","moderately","somewhat","slightly","moderately","extremely","somewhat","not","slightly","moderately","extremely","somewhat","somewhat","35"
"32","d47a64","moderately","moderately","moderately","extremely","extremely","extremely","extremely","extremely","extremely","moderately","moderately","somewhat","somewhat","extremely","extremely","moderately","104"
"33","955e46","extremely","extremely","moderately","extremely","extremely","moderately","extremely","extremely","extremely","moderately","moderately","extremely","extremely","extremely","extremely","extremely","75"
"34","e2d6c5","slightly","somewhat","slightly","slightly","slightly","somewhat","not","slightly","moderately","moderately","somewhat","somewhat","slightly","slightly","slightly","slightly","102"
"35","2dfc","somewhat","somewhat","extremely","extremely","extremely","extremely","moderately","extremely","extremely","extremely","moderately","extremely","moderately","extremely","extremely","extremely","59"
"36","3d1f41","somewhat","slightly","somewhat","somewhat","somewhat","somewhat","slightly","slightly","slightly","somewhat","slightly","not","not","somewhat","not","slightly","104"
"37","73109b","moderately","somewhat","somewhat","moderately","moderately","slightly","slightly","somewhat","slightly","slightly","not","not","not","slightly","somewhat","somewhat","146"
"38","ab70","not","somewhat","slightly","not","not","not","not","not","slightly","slightly","not","not","not","not","not","somewhat","56"
"39","9bfc58","extremely","extremely","extremely","extremely","extremely","moderately","extremely","extremely","extremely","extremely","moderately","somewhat","not","slightly","extremely","moderately","49"
"40","fd246e","moderately","moderately","not","not","extremely","somewhat","slightly","slightly","slightly","moderately","moderately","moderately","moderately","somewhat","extremely","moderately","153"
"41","27f51b","somewhat","somewhat","somewhat","somewhat","not","not","not","somewhat","moderately","moderately","not","not","not","slightly","moderately","moderately","75"
"42","69de","moderately","somewhat","moderately","moderately","extremely","slightly","somewhat","extremely","extremely","extremely","somewhat","slightly","slightly","extremely","moderately","somewhat","50"
"43","09564c","somewhat","slightly","somewhat","somewhat","somewhat","slightly","slightly","somewhat","somewhat","somewhat","slightly","slightly","slightly","somewhat","somewhat","slightly","62"
"44","4096f1","moderately","moderately","moderately","moderately","somewhat","slightly","not","somewhat","moderately","somewhat","somewhat","not","not","moderately","slightly","somewhat","85"
"45","15a738","somewhat","somewhat","moderately","moderately","somewhat","somewhat","slightly","moderately","extremely","extremely","somewhat","slightly","slightly","moderately","somewhat","moderately","65"
"46","467b","somewhat","slightly","slightly","somewhat","moderately","extremely","slightly","slightly","slightly","slightly","somewhat","moderately","slightly","moderately","slightly","somewhat","100"
"47","be2f","extremely","moderately","extremely","extremely","moderately","extremely","somewhat","extremely","extremely","moderately","extremely","extremely","somewhat","moderately","moderately","extremely","48"
"48","d10245","extremely","extremely","extremely","extremely","extremely","extremely","moderately","extremely","extremely","moderately","somewhat","somewhat","somewhat","extremely","extremely","extremely","151"
"49","bbc0","moderately","slightly","moderately","moderately","extremely","slightly","moderately","somewhat","moderately","slightly","slightly","not","not","extremely","slightly","slightly","74"
"50","a98556","somewhat","extremely","moderately","extremely","extremely","moderately","somewhat","moderately","somewhat","slightly","slightly","slightly","slightly","moderately","moderately","extremely","79"
"51","7528","somewhat","moderately","extremely","moderately","moderately","extremely","extremely","somewhat","moderately","extremely","slightly","slightly","slightly","somewhat","slightly","slightly","167"
"52","c81f","slightly","slightly","slightly","slightly","somewhat","not","slightly","slightly","slightly","not","slightly","slightly","not","slightly","slightly","slightly","103"
"53","619d16","somewhat","slightly","slightly","somewhat","moderately","extremely","slightly","moderately","slightly","slightly","moderately","extremely","slightly","moderately","moderately","moderately","67"
"54","fb8586","slightly","slightly","slightly","slightly","slightly","slightly","slightly","slightly","slightly","slightly","slightly","slightly","slightly","slightly","slightly","slightly","35"
